Date,Open,High,Low,Close,Volume,Ticker
2015-03-20,2088.5,2105.5,2086.5,2101.25,1417654,ES=F
2015-03-23,2097.75,2107.0,2093.25,2094.75,957576,ES=F
2015-03-24,2094.0,2101.0,2083.0,2085.0,1193863,ES=F
2015-03-25,2085.25,2089.25,2052.25,2053.75,1777447,ES=F
2015-03-26,2056.0,2058.75,2033.25,2048.5,1842218,ES=F
2015-03-27,2050.0,2057.75,2041.0,2052.5,1158856,ES=F
2015-03-30,2052.75,2081.75,2047.25,2075.5,1236364,ES=F
2015-03-31,2074.75,2076.75,2056.25,2060.75,1596352,ES=F
2015-04-01,2058.0,2060.75,2033.5,2053.0,1818878,ES=F
2015-04-02,2055.25,2064.75,2044.0,2059.5,1047174,ES=F
2015-04-06,2039.5,2080.0,2038.75,2073.25,948447,ES=F
2015-04-07,2071.5,2082.75,2066.0,2067.75,1048474,ES=F
2015-04-08,2068.5,2080.25,2064.5,2076.0,1217049,ES=F
2015-04-09,2077.75,2087.0,2066.75,2085.75,1211778,ES=F
2015-04-10,2086.0,2096.25,2083.0,2095.5,880529,ES=F
2015-04-13,2095.25,2101.25,2085.25,2086.5,1080267,ES=F
2015-04-14,2087.0,2092.75,2075.75,2091.0,1267366,ES=F
2015-04-15,2091.75,2105.5,2087.25,2099.75,1045308,ES=F
2015-04-16,2101.5,2104.75,2089.0,2100.75,1113607,ES=F
